Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-08-19,2016,8,19,Friday,33,2016-33,218.31,218.75,217.74,218.54,75443000,197.84,-0.0014623144815572031,197.23357142857142,193.0214
2016-08-22,2016,8,22,Monday,34,2016-34,218.26,218.8,217.83,218.53,61368800,197.83,-4.573532727014662e-05,197.4257142857143,193.1942
2016-08-23,2016,8,23,Tuesday,34,2016-34,219.25,219.6,218.9,218.97,53399200,198.23,0.002013680501683268,197.60571428571424,193.40419999999997
2016-08-24,2016,8,24,Wednesday,34,2016-34,218.8,218.91,217.36,217.85,71728900,197.22,-0.005114913517550224,197.69857142857146,193.60139999999998
2016-08-25,2016,8,25,Thursday,34,2016-34,217.4,218.19,217.22,217.7,69224800,197.08,-0.0006884347602454932,197.66714285714286,193.80100000000002
2016-08-26,2016,8,26,Friday,34,2016-34,217.92,219.12,216.25,217.29,122506300,196.71,-0.0018834670659211294,197.61785714285716,193.98199999999997
2016-08-29,2016,8,29,Monday,35,2016-35,217.44,218.67,217.4,218.36,70502200,197.68,0.0049245459129783065,197.62928571428571,194.19639999999998
2016-08-30,2016,8,30,Tuesday,35,2016-35,218.26,218.59,217.35,218.0,58114500,197.36,-0.0016489089775536536,197.65285714285713,194.3802
2016-08-31,2016,8,31,Wednesday,35,2016-35,217.61,217.75,216.47,217.38,85269500,196.79,-0.0028441601126221183,197.57071428571427,194.54199999999997
2016-09-01,2016,9,1,Thursday,35,2016-35,217.37,217.73,216.03,217.39,97844200,196.8,4.5979382162775195e-05,197.50142857142856,194.71020000000001
2016-09-02,2016,9,2,Friday,35,2016-35,218.39,218.87,217.7,218.37,79293900,197.69,0.004508175812731663,197.455,194.84699999999998
2016-09-06,2016,9,6,Tuesday,36,2016-36,218.7,219.12,217.86,219.03,56702100,198.29,0.003022347557542382,197.52428571428572,195.13299999999998
2016-09-07,2016,9,7,Wednesday,36,2016-36,218.84,219.22,218.3,219.01,76554900,198.27,-9.134296474488934e-05,197.56571428571428,195.48440000000002
2016-09-08,2016,9,8,Thursday,36,2016-36,218.62,218.94,218.15,218.51,74102900,197.82,-0.0022830900877057747,197.5435714285714,195.7616
2016-09-09,2016,9,9,Friday,36,2016-36,216.97,217.03,213.25,213.28,221589100,193.08,-0.023934739300224384,197.20357142857145,195.88139999999999
2016-09-12,2016,9,12,Monday,37,2016-37,212.39,216.81,212.31,216.34,168110900,195.85,0.01434750922131589,197.06214285714285,196.00560000000002
2016-09-13,2016,9,13,Tuesday,37,2016-37,214.84,215.15,212.5,213.23,182828800,193.04,-0.014375649814945213,196.6914285714286,196.0656
2016-09-14,2016,9,14,Wednesday,37,2016-37,213.29,214.7,212.5,213.15,134185500,192.96,-0.0003750730779895628,196.38714285714286,196.1514
2016-09-15,2016,9,15,Thursday,37,2016-37,212.96,215.73,212.75,215.28,134427900,194.89,0.009992627780071484,196.2307142857143,196.253
2016-09-16,2016,9,16,Friday,37,2016-37,213.48,213.69,212.57,213.37,155236400,194.14,-0.0038654166990604866,196.04714285714286,196.34199999999998
2016-09-19,2016,9,19,Monday,38,2016-38,214.13,214.88,213.03,213.41,80250500,194.18,0.00018745402071185246,195.7971428571429,196.3754
2016-09-20,2016,9,20,Tuesday,38,2016-38,214.41,214.59,213.38,213.42,69665300,194.18,4.675649414309646e-05,195.57,196.39520000000002
2016-09-21,2016,9,21,Wednesday,38,2016-38,214.24,216.03,213.44,215.82,110284400,196.37,0.011245550482865907,195.54,196.4308
2016-09-22,2016,9,22,Thursday,38,2016-38,217.0,217.53,216.71,217.18,76678700,197.61,0.006301551330415656,195.59785714285712,196.4916
2016-09-23,2016,9,23,Friday,38,2016-38,216.72,216.88,215.88,215.99,73630900,196.52,-0.005479406358520622,195.5142857142857,196.50900000000001
2016-09-26,2016,9,26,Monday,39,2016-39,215.02,215.23,214.01,214.24,89827300,194.93,-0.008102118212816367,195.27428571428572,196.4998
2016-09-27,2016,9,27,Tuesday,39,2016-39,214.05,215.68,213.62,215.57,78494800,196.14,0.006208063594217439,195.12214285714285,196.50419999999997
